Timestamp,Phenomenon_Type,Phrase_English,Provider,Model,Model_ID,Strategy,Rep,T,I,F,Sum_TIF,Temperature,Prompt_Tokens,Completion_Tokens,Total_Tokens,Status,Raw_Response
2026-02-17T22:29:59.934738+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S1,5,0.0,1.0,0.0,1.0,0.7,239,34,273,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:00.903340+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S2,1,0.0,1.0,0.0,1.0,0.7,148,34,182,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:01.898666+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S2,2,0.0,1.0,0.0,1.0,0.7,148,34,182,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:02.825089+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S2,3,0.0,1.0,0.0,1.0,0.7,148,34,182,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:03.756034+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S2,4,0.0,1.0,0.0,1.0,0.7,148,34,182,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:04.847231+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S2,5,0.0,1.0,0.0,1.0,0.7,148,34,182,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0
}
```"
2026-02-17T22:30:05.783351+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S3,1,0.0,0.0,1.0,1.0,0.7,151,28,179,Success,"```json
{
  ""P_yes"": 0.0,
  ""P_no"": 1.0
}
```"
2026-02-17T22:30:06.713906+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S3,2,0.0,0.0,1.0,1.0,0.7,151,28,179,Success,"```json
{
  ""P_yes"": 0.0,
  ""P_no"": 1.0
}
```"
2026-02-17T22:30:07.636059+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S3,3,0.0,0.0,1.0,1.0,0.7,151,28,179,Success,"```json
{
  ""P_yes"": 0.0,
  ""P_no"": 1.0
}
```"
2026-02-17T22:30:11.067866+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S3,4,0.0,0.0,1.0,1.0,0.7,151,28,179,Success,"```json
{
  ""P_yes"": 0.0,
  ""P_no"": 1.0
}
```"
2026-02-17T22:30:12.572506+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S3,5,0.0,0.0,1.0,1.0,0.7,151,28,179,Success,"```json
{
  ""P_yes"": 0.0,
  ""P_no"": 1.0
}
```"
2026-02-17T22:30:13.740480+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S1,1,0.5,0.95,0.5,1.95,0.7,262,27,289,Success,"{""T"": 0.5, ""I"": 0.95, ""F"": 0.5}"
2026-02-17T22:30:15.171874+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S1,2,0.5,0.95,0.5,1.95,0.7,262,27,289,Success,"{""T"": 0.5, ""I"": 0.95, ""F"": 0.5}"
2026-02-17T22:30:16.646909+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S1,3,0.5,0.95,0.5,1.95,0.7,262,27,289,Success,"{""T"": 0.5, ""I"": 0.95, ""F"": 0.5}"
2026-02-17T22:30:21.436380+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S1,4,0.5,0.95,0.5,1.95,0.7,262,27,289,Success,"{""T"": 0.5, ""I"": 0.95, ""F"": 0.5}"
2026-02-17T22:30:22.862139+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S1,5,0.5,0.95,0.5,1.95,0.7,262,27,289,Success,"{""T"": 0.5, ""I"": 0.95, ""F"": 0.5}"
2026-02-17T22:30:24.311341+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S2,1,0.05,0.9,0.05,1.0,0.7,165,27,192,Success,"{""T"": 0.05, ""I"": 0.9, ""F"": 0.05}"
2026-02-17T22:30:25.894370+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S2,2,0.05,0.9,0.05,1.0,0.7,165,27,192,Success,"{""T"": 0.05, ""I"": 0.9, ""F"": 0.05}"
2026-02-17T22:30:27.336886+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S2,3,0.05,0.9,0.05,1.0,0.7,165,27,192,Success,"{""T"": 0.05, ""I"": 0.9, ""F"": 0.05}"
2026-02-17T22:30:28.813235+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S2,4,0.05,0.9,0.05,1.0,0.7,165,27,192,Success,"{""T"": 0.05, ""I"": 0.9, ""F"": 0.05}"
2026-02-17T22:30:30.282735+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S2,5,0.02,0.96,0.02,1.0,0.7,165,27,192,Success,"{""T"": 0.02, ""I"": 0.96, ""F"": 0.02}"
2026-02-17T22:30:31.718666+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S3,1,0.5,1.0,0.5,2.0,0.7,171,23,194,Success,"{""P_yes"": 0.5, ""P_no"": 0.5}"
2026-02-17T22:30:33.117334+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S3,2,0.5,1.0,0.5,2.0,0.7,171,23,194,Success,"{""P_yes"": 0.5, ""P_no"": 0.5}"
2026-02-17T22:30:34.287446+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S3,3,0.5,1.0,0.5,2.0,0.7,171,23,194,Success,"{""P_yes"": 0.5, ""P_no"": 0.5}"
2026-02-17T22:30:36.619299+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S3,4,0.5,1.0,0.5,2.0,0.7,171,23,194,Success,"{""P_yes"": 0.5, ""P_no"": 0.5}"
2026-02-17T22:30:37.761418+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Anthropic,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,S3,5,0.5,1.0,0.5,2.0,0.7,171,23,194,Success,"{""P_yes"": 0.5, ""P_no"": 0.5}"
2026-02-17T22:30:39.241633+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S1,1,0.0,1.0,0.0,1.0,0.7,245,25,270,Success,"{""T"": 0.0, ""I"": 1.0, ""F"": 0.0}"
2026-02-17T22:30:39.900385+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S1,2,0.5,0.9,0.5,1.9,0.7,246,25,271,Success,"{""T"": 0.5, ""I"": 0.9, ""F"": 0.5}"
2026-02-17T22:30:41.332144+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S1,3,0.5,0.9,0.5,1.9,0.7,246,25,271,Success,"{""T"": 0.5, ""I"": 0.9, ""F"": 0.5}"
2026-02-17T22:30:42.350036+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S1,4,0.5,0.9,0.5,1.9,0.7,247,24,271,Success,"{""T"": 0.5, ""I"": 0.9, ""F"": 0.5}"
2026-02-17T22:30:44.710747+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S1,5,0.5,0.9,0.5,1.9,0.7,246,25,271,Success,"{""T"": 0.5, ""I"": 0.9, ""F"": 0.5}"
2026-02-17T22:30:45.594406+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S2,1,0.0,1.0,0.0,1.0,0.7,156,25,181,Success,"{""T"": 0.0, ""I"": 1.0, ""F"": 0.0}"
2026-02-17T22:30:46.720392+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S2,2,0.0,1.0,0.0,1.0,0.7,156,25,181,Success,"{""T"": 0.0, ""I"": 1.0, ""F"": 0.0}"
2026-02-17T22:30:47.731132+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S2,3,0.0,0.0,1.0,1.0,0.7,155,25,180,Success,"{""T"": 0.0, ""I"": 0.0, ""F"": 1.0}"
2026-02-17T22:30:48.320684+00:00,Ignorance (Epistemic),The number of stars in the universe is even.,Meta,llama-4-maverick,meta-llama/llama-4-maverick,S2,4,0.0,0.0,1.0,1.0,0.7,155,25,180,Success,"{""T"": 0.0, ""I"": 0.0, ""F"": 1.0}"
