Timestamp,Phenomenon_Type,Phrase_English,Provider,Model,Model_ID,Strategy,Rep,T,I,F,Sum_TIF,Num_Losses,Mean_Severity,Losses_JSON,Temperature,Prompt_Tokens,Completion_Tokens,Total_Tokens,Status,Raw_Response
2026-02-17T23:46:14.833798+00:00,Paradox (Logical),This sentence is false.,DeepSeek,deepseek-v3,deepseek/deepseek-chat-v3-0324,S4,1,0.5,0.5,0.5,1.5,1,0.9,"[{""what"": ""The statement is a paradox (liar paradox), creating a self-referential loop that defies classical binary logic."", ""why"": ""Neutrosophic logic can handle paradoxes to some extent, but the inherent indeterminacy and simultaneous truth/falsity cannot be fully resolved."", ""severity"": 0.9}]",0.7,364,121,485,Success,"```json
{
  ""T"": 0.5,
  ""I"": 0.5,
  ""F"": 0.5,
  ""losses"": [
    {
      ""what"": ""The statement is a paradox (liar paradox), creating a self-referential loop that defies classical binary logic."",
      ""why"": ""Neutrosophic logic can handle paradoxes to some extent, but the inherent indeterminacy and simultaneous truth/falsity cannot be fully resolved."",
      ""severity"": 0.9
    }
  ]
}
```"
2026-02-17T23:46:18.695807+00:00,Paradox (Logical),This sentence is false.,DeepSeek,deepseek-v3,deepseek/deepseek-chat-v3-0324,S4,2,0.5,0.5,0.5,1.5,1,1.0,"[{""what"": ""paradoxical nature of the statement"", ""why"": ""The statement creates a logical paradox (liar paradox) where assigning truth or falsity leads to a contradiction, making it impossible to definitively evaluate."", ""severity"": 1.0}]",0.7,366,90,456,Success,"```json
{""T"": 0.5, ""I"": 0.5, ""F"": 0.5, ""losses"": [{""what"": ""paradoxical nature of the statement"", ""why"": ""The statement creates a logical paradox (liar paradox) where assigning truth or falsity leads to a contradiction, making it impossible to definitively evaluate."", ""severity"": 1.0}]}
```"
2026-02-17T23:46:19.793218+00:00,Paradox (Logical),This sentence is false.,DeepSeek,deepseek-v3,deepseek/deepseek-chat-v3-0324,S4,3,0.5,0.5,0.5,1.5,1,1.0,"[{""what"": ""The statement is a paradox (self-referential and contradictory)"", ""why"": ""It creates a loop where if the statement is true, it must be false, and vice versa, making definitive evaluation impossible"", ""severity"": 1.0}]",0.7,366,103,469,Success,"```json
{
  ""T"": 0.5,
  ""I"": 0.5,
  ""F"": 0.5,
  ""losses"": [
    {
      ""what"": ""The statement is a paradox (self-referential and contradictory)"",
      ""why"": ""It creates a loop where if the statement is true, it must be false, and vice versa, making definitive evaluation impossible"",
      ""severity"": 1.0
    }
  ]
}
```"
2026-02-17T23:46:21.196674+00:00,Paradox (Logical),This sentence is false.,DeepSeek,deepseek-v3,deepseek/deepseek-chat-v3-0324,S4,4,0.5,0.5,0.5,1.5,2,0.7,"[{""what"": ""The statement is a paradox, creating a self-referential loop that defies classical binary logic."", ""why"": ""This makes it impossible to assign definitive truth values without contradiction."", ""severity"": 0.8}, {""what"": ""The context or intent behind the statement is unclear."", ""why"": ""Without additional context, the interpretation of the statement remains ambiguous."", ""severity"": 0.6}]",0.7,363,143,506,Success,"```json
{
  ""T"": 0.5,
  ""I"": 0.5,
  ""F"": 0.5,
  ""losses"": [
    {
      ""what"": ""The statement is a paradox, creating a self-referential loop that defies classical binary logic."",
      ""why"": ""This makes it impossible to assign definitive truth values without contradiction."",
      ""severity"": 0.8
    },
    {
      ""what"": ""The context or intent behind the statement is unclear."",
      ""why"": ""Without additional context, the interpretation of the statement remains ambiguous."",
      ""severity"": 0.6
    }
  ]
}
```"
2026-02-17T23:46:29.080651+00:00,Paradox (Logical),This sentence is false.,DeepSeek,deepseek-v3,deepseek/deepseek-chat-v3-0324,S4,5,0.5,0.8,0.5,1.8,1,0.9,"[{""what"": ""The self-referential nature of the statement creates a paradox that cannot be resolved with classical logic."", ""why"": ""This paradox makes it impossible to assign a definitive truth value without inconsistency."", ""severity"": 0.9}]",0.7,363,99,462,Success,"```json
{
  ""T"": 0.5,
  ""I"": 0.8,
  ""F"": 0.5,
  ""losses"": [
    {
      ""what"": ""The self-referential nature of the statement creates a paradox that cannot be resolved with classical logic."",
      ""why"": ""This paradox makes it impossible to assign a definitive truth value without inconsistency."",
      ""severity"": 0.9
    }
  ]
}
```"
2026-02-17T23:46:32.875156+00:00,Paradox (Logical),This sentence is false.,Alibaba,qwen3-235b,qwen/qwen3-235b-a22b,S4,1,0.5,1.0,0.5,2.0,1,1.0,"[{""what"": ""self-referential paradox prevents definitive truth value assignment"", ""why"": ""circular dependency creates logical contradiction in standard evaluation frameworks"", ""severity"": 1.0}]",0.7,367,2514,2881,Success,"{
  ""T"": 0.5,
  ""I"": 1.0,
  ""F"": 0.5,
  ""losses"": [
    {
      ""what"": ""self-referential paradox prevents definitive truth value assignment"",
      ""why"": ""circular dependency creates logical contradiction in standard evaluation frameworks"",
      ""severity"": 1.0
    }
  ]
}"
2026-02-17T23:47:17.654188+00:00,Paradox (Logical),This sentence is false.,Alibaba,qwen3-235b,qwen/qwen3-235b-a22b,S4,2,0.0,1.0,0.0,1.0,2,1.0,"[{""what"": ""Truth value"", ""why"": ""The self-referential paradox creates a contradiction when attempting to assign a truth value, making it impossible to evaluate."", ""severity"": 1.0}, {""what"": ""Falsity value"", ""why"": ""Same paradox undermines the assignment of a definite falsity value as the statement's negation leads to recursive contradictions."", ""severity"": 1.0}]",0.7,367,962,1329,Success,"{""T"": 0.0, ""I"": 1.0, ""F"": 0.0, ""losses"": [{""what"": ""Truth value"", ""why"": ""The self-referential paradox creates a contradiction when attempting to assign a truth value, making it impossible to evaluate."", ""severity"": 1.0}, {""what"": ""Falsity value"", ""why"": ""Same paradox undermines the assignment of a definite falsity value as the statement's negation leads to recursive contradictions."", ""severity"": 1.0}]}"
2026-02-17T23:47:35.402919+00:00,Paradox (Logical),This sentence is false.,Alibaba,qwen3-235b,qwen/qwen3-235b-a22b,S4,3,0.0,1.0,0.0,1.0,1,0.95,"[{""what"": ""Self-referential paradox preventing consistent truth assignment"", ""why"": ""The statement's self-reference creates an inherent contradiction, making T and F mutually dependent and unresolvable"", ""severity"": 0.95}]",0.7,367,3742,4109,Success,"{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0,
  ""losses"": [
    {
      ""what"": ""Self-referential paradox preventing consistent truth assignment"",
      ""why"": ""The statement's self-reference creates an inherent contradiction, making T and F mutually dependent and unresolvable"",
      ""severity"": 0.95
    }
  ]
}"
2026-02-17T23:48:28.232351+00:00,Paradox (Logical),This sentence is false.,Alibaba,qwen3-235b,qwen/qwen3-235b-a22b,S4,4,0.5,1.0,0.5,2.0,1,0.95,"[{""what"": ""Infinite self-referential regression"", ""why"": ""The statement's truth value depends on itself, creating a paradox that cannot resolve to a definite truth value in any logical system handling self-reference."", ""severity"": 0.95}]",0.7,367,1486,1853,Success,"{""T"": 0.5, ""I"": 1.0, ""F"": 0.5, ""losses"": [{""what"": ""Infinite self-referential regression"", ""why"": ""The statement's truth value depends on itself, creating a paradox that cannot resolve to a definite truth value in any logical system handling self-reference."", ""severity"": 0.95}]}"
2026-02-17T23:48:50.176306+00:00,Paradox (Logical),This sentence is false.,Alibaba,qwen3-235b,qwen/qwen3-235b-a22b,S4,5,0.0,1.0,0.0,1.0,1,1.0,"[{""what"": ""Actual truth value of the paradoxical statement"", ""why"": ""Self-referential paradox creates an inherent logical inconsistency that prevents consistent assignment of truth or falsity values"", ""severity"": 1.0}]",0.7,367,2386,2753,Success,"{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0,
  ""losses"": [
    {
      ""what"": ""Actual truth value of the paradoxical statement"",
      ""why"": ""Self-referential paradox creates an inherent logical inconsistency that prevents consistent assignment of truth or falsity values"",
      ""severity"": 1.0
    }
  ]
}"
2026-02-17T23:49:21.779918+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S4,1,,,,,,,,0.7,,,,"Error: Expecting ',' delimiter: line 20 column 6 (char 1774)",
2026-02-17T23:49:33.502295+00:00,Paradox (Logical),This sentence is false.,Mistral,mistral-medium-3.1,mistralai/mistral-medium-3.1,S4,2,0.0,1.0,0.0,1.0,4,0.85,"[{""what"": ""Self-referential paradox resolution"", ""why"": ""The statement is a classic example of the liar paradox, where assigning a definitive truth or falsity value leads to logical contradiction. Neutrosophic Logic can frame the indeterminacy but cannot resolve the paradox itself without external axioms or meta-logical rules (e.g., dialetheism, hierarchical type theory, or rejection of the law of excluded middle). The paradox inherently resists binary or even ternary valuation without additional constraints."", ""severity"": 1.0}, {""what"": ""Contextual grounding for 'false'"", ""why"": ""The term 'false' in the statement lacks a clear referent or operational definition within the statement itself. Without knowing the intended scope (e.g., syntactic, semantic, performative), the evaluation of falsity or truth is underdetermined. For example, is 'false' referring to the statement\u2019s content, its performative act, or its metalogical status? This ambiguity forces indeterminacy to dominate."", ""severity"": 0.9}, {""what"": ""Dynamic interpretation over time or frameworks"", ""why"": ""The statement\u2019s evaluation may vary across logical systems (e.g., classical, paraconsistent, intuitionist) or temporal contexts (e.g., if 'this sentence' is reified differently over time). Neutrosophic Logic does not prescribe how to aggregate or prioritize these framework-dependent valuations, leaving the indeterminacy maximal unless a specific framework is imposed."", ""severity"": 0.8}, {""what"": ""Empirical or pragmatic validation"", ""why"": ""The statement is abstract and lacks empirical or pragmatic anchors that could partially ground its truth or falsity. Indeterminacy remains absolute because there is no external criterion (e.g., observational data, pragmatic utility) to constrain T or F, even partially."", ""severity"": 0.7}]",0.7,367,462,829,Success,"```json
{
  ""T"": 0.0,
  ""I"": 1.0,
  ""F"": 0.0,
  ""losses"": [
    {
      ""what"": ""Self-referential paradox resolution"",
      ""why"": ""The statement is a classic example of the liar paradox, where assigning a definitive truth or falsity value leads to logical contradiction. Neutrosophic Logic can frame the indeterminacy but cannot resolve the paradox itself without external axioms or meta-logical rules (e.g., dialetheism, hierarchical type theory, or rejection of the law of excluded middle). The paradox inherently resists binary or even ternary valuation without additional constraints."",
      ""severity"": 1.0
    },
    {
      ""what"": ""Contextual grounding for 'false'"",
      ""why"": ""The term 'false' in the statement lacks a clear referent or operational definition within the statement itself. Without knowing the intended scope (e.g., syntactic, semantic, performative), the evaluation of falsity or truth is underdetermined. For example, is 'false' referring to the statement’s content, its performative act, or its metalogical status? This ambiguity forces indeterminacy to dominate."",
      ""severity"": 0.9
    },
    {
      ""what"": ""Dynamic interpretation over time or frameworks"",
      ""why"": ""The statement’s evaluation may vary across logical systems (e.g., classical, paraconsistent, intuitionist) or temporal contexts (e.g., if 'this sentence' is reified differently over time). Neutrosophic Logic does not prescribe how to aggregate or prioritize these framework-dependent valuations, leaving the indeterminacy maximal unless a specific framework is imposed."",
      ""severity"": 0.8
    },
    {
      ""what"": ""Empirical or pragmatic validation"",
      ""why"": ""The statement is abstract and lacks empirical or pragmatic anchors that could partially ground its truth or falsity. Indeterminacy remains absolute because there is no external criterion (e.g., observational data, pragmatic utility) to constrain T or F, even partially."",
      ""severity"": 0.7
    }
  ]
}
```"
